"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"3KTZHH2OOV0X1JZAWR8T52KI5S68MG","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:51 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:51 PDT 2022","","","3WRFBPLXRO9K4OCYMDXZFKXW43WN3J","A2MCG5W6LHSRG9","Submitted","Fri Sep 23 11:31:58 PDT 2022","Fri Sep 23 11:35:22 PDT 2022","Sat Sep 24 11:35:22 PDT 2022","","","","204","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img1.jpg","[{""height"":178,""label"":""Most Caloric Area"",""left"":586,""top"":364,""width"":216}]","1000","1776"
"3MDWE879VUN1WXENAUOYRI4ZDZKB9J","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:50 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:50 PDT 2022","","","3DQQ64TANU6HY7QZCCLTO6DO2BUPWQ","AMG9Y1YLBTKIV","Submitted","Fri Sep 23 11:41:23 PDT 2022","Fri Sep 23 11:41:51 PDT 2022","Sat Sep 24 11:41:51 PDT 2022","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img461.jpg","[{""height"":235,""label"":""Most Caloric Area"",""left"":795,""top"":450,""width"":324}]","1000","1776"
"3IKDQS3DRRLDH3ZWSOQ6FV9KEA7ICG","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:51 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:51 PDT 2022","","","33L7PJKHCUJ40YNOVQE7F0BZ97DT8L","A1YSYI926BBOHW","Submitted","Fri Sep 23 11:46:07 PDT 2022","Fri Sep 23 11:46:20 PDT 2022","Sat Sep 24 11:46:20 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img100.jpg","[{""height"":141,""label"":""Most Caloric Area"",""left"":742,""top"":191,""width"":207}]","1224","1632"
"375VMB7D5W4NMV5ASKLHZ1R2ZAJIDG","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:51 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:51 PDT 2022","","","3UJ1CZ6IZVAKYGR78S2ETB5M5YV5S3","A9WGDBDXUNLOD","Submitted","Fri Sep 23 11:31:49 PDT 2022","Fri Sep 23 11:31:58 PDT 2022","Sat Sep 24 11:31:58 PDT 2022","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img101.jpg","[{""height"":394,""label"":""Most Caloric Area"",""left"":478,""top"":149,""width"":676}]","1000","1776"
"3P4ZBJFX38O2LA3B87KMOS3VQYXFWV","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:50 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:50 PDT 2022","","","33FBRBDW62KNEHLD94JHQQBVLLCC8K","A18LFH7XW61JO9","Submitted","Fri Sep 23 11:40:09 PDT 2022","Fri Sep 23 11:40:26 PDT 2022","Sat Sep 24 11:40:26 PDT 2022","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img462.jpg","[{""height"":396,""label"":""Most Caloric Area"",""left"":604,""top"":169,""width"":275}]","1000","1776"
"3JAOYN9IIYNAE0LUES8IIM31PFX333","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:41 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:41 PDT 2022","","","3907X2AHFEQVMRSSYSWM0ZXZY40P29","A2R2YZTSME1K3F","Submitted","Fri Sep 23 11:47:16 PDT 2022","Fri Sep 23 11:50:58 PDT 2022","Sat Sep 24 11:50:58 PDT 2022","","","","222","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img641.jpg","[{""height"":399,""label"":""Most Caloric Area"",""left"":525,""top"":393,""width"":690}]","1632","1224"
"32L724R86Y5WBS80XTCCZV8RDTMPI1","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:52 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:52 PDT 2022","","","33LKR6A5KS5MPY33W55S0QORV181TA","A1YSYI926BBOHW","Submitted","Fri Sep 23 11:47:37 PDT 2022","Fri Sep 23 11:47:42 PDT 2022","Sat Sep 24 11:47:42 PDT 2022","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img102.jpg","[{""height"":192,""label"":""Most Caloric Area"",""left"":349,""top"":496,""width"":238}]","1224","1632"
"3J94SKDELVABA7AVL02NASNXUODD51","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:50 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:50 PDT 2022","","","3LEIZ60CDXK00FFX6A931K7RE9EZ9T","A9WGDBDXUNLOD","Submitted","Fri Sep 23 11:35:47 PDT 2022","Fri Sep 23 11:35:58 PDT 2022","Sat Sep 24 11:35:58 PDT 2022","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img463.jpg","[{""height"":726,""label"":""Most Caloric Area"",""left"":735,""top"":8,""width"":573}]","1000","1776"
"3ABAOCJ4SLP37NZ6ILPTRT5IZYSMQ5","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:52 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:52 PDT 2022","","","3MRNMEIQWJRSYGBA3PNWF1FJQLKLDC","AVZ76FUE8VET9","Submitted","Fri Sep 23 11:27:42 PDT 2022","Fri Sep 23 11:28:08 PDT 2022","Sat Sep 24 11:28:08 PDT 2022","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img103.jpg","[{""height"":279,""label"":""Most Caloric Area"",""left"":955,""top"":298,""width"":452}]","1224","1632"
"3XUY87HIW2ZCM81EQSICAKLDPXVMMI","37AIU3VBYLAY3RLT2ZMJRGOCNPNXR3","Select most caloric section of the food.","Given an image of a plate of food, please highlight the 1/4 of the plate containing the most calories.","bounding box","$0.10","Fri Sep 23 11:25:51 PDT 2022","1","BatchId:4861460;OriginalHitTemplateId:928390838;","600","86400","Sat Sep 24 11:25:51 PDT 2022","","","3CTOC39K3LB6MHM09R8XZUSV0LGJ7J","A2R2YZTSME1K3F","Submitted","Fri Sep 23 11:47:05 PDT 2022","Fri Sep 23 11:48:33 PDT 2022","Sat Sep 24 11:48:33 PDT 2022","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","https://menu-match.s3.us-east-2.amazonaws.com/img464.jpg","[{""height"":443,""label"":""Most Caloric Area"",""left"":207,""top"":11,""width"":644}]","1000","1776"
